,CustomerID,Frequency,Sold,Days,Cluster
798,13417.0,28,640.83,4,0
799,13418.0,314,5845.44,11,1
800,13419.0,16,221.06,63,0
801,13420.0,10,140.35,134,0
802,13421.0,105,1848.98,39,2
803,13422.0,128,2601.55,50,2
804,13425.0,78,1624.21,107,0
805,13426.0,159,3550.7000000000003,0,2
806,13427.0,29,582.6,18,0
807,13428.0,74,218.47,9,0
808,13429.0,67,1006.8,10,0
809,13430.0,54,648.6899999999999,18,0
810,13431.0,46,1269.1,66,0
811,13434.0,10,534.24,73,0
812,13435.0,103,3794.4900000000002,4,2
813,13436.0,12,196.89,1,0
814,13437.0,167,3408.06,13,2
815,13439.0,54,283.71,254,0
816,13441.0,13,296.64,91,0
817,13447.0,62,1104.23,22,0
818,13448.0,199,3465.67,16,2
819,13449.0,19,291.88,23,0
820,13450.0,71,2043.7199999999998,26,2
821,13451.0,444,2916.45,25,2
822,13452.0,2,590.0,258,0
823,13453.0,17,356.97999999999996,165,0
824,13455.0,53,1007.35,24,0
825,13456.0,65,1737.8200000000002,17,2
826,13458.0,394,9537.92,6,1
827,13460.0,17,183.44,28,0
828,13461.0,27,1445.0,38,0
829,13462.0,10,143.25,182,0
830,13464.0,41,674.68,57,0
831,13466.0,18,297.95,99,0
832,13467.0,99,1083.71,10,0
833,13468.0,306,5656.75,1,1
834,13470.0,10,165.0,98,0
835,13471.0,260,2531.58,0,2
836,13473.0,22,417.54,60,0
837,13474.0,64,229.59,235,0
838,13475.0,86,1431.78,190,0
839,13476.0,61,1092.77,178,0
840,13477.0,81,1441.53,37,0
841,13479.0,16,291.0,197,0
842,13481.0,112,1776.81,45,2
843,13482.0,11,184.64,231,0
844,13483.0,10,140.34,65,0
845,13484.0,8,313.8,240,0
846,13485.0,23,454.24,232,0
847,13486.0,69,1122.41,77,0
848,13487.0,34,575.4,57,0
849,13488.0,427,8910.61,16,1
850,13489.0,14,449.52,104,0
851,13491.0,86,1215.82,51,0
852,13492.0,50,1269.84,135,0
853,13493.0,8,618.63,274,0
854,13494.0,18,316.26000000000005,311,0
855,13495.0,52,1990.1200000000001,7,2
856,13496.0,36,617.93,10,0
857,13497.0,20,321.05,282,0
858,13499.0,45,1146.96,17,0
859,13500.0,67,1136.77,22,0
860,13501.0,53,1310.47,242,0
861,13502.0,18,292.0,16,0
862,13503.0,17,216.85,70,0
863,13504.0,22,295.93,63,0
864,13505.0,227,4282.88,67,2
865,13506.0,29,452.82,311,0
866,13507.0,162,2479.16,2,2
867,13508.0,12,110.97,243,0
868,13509.0,44,979.72,8,0
869,13510.0,117,1785.16,0,2
870,13512.0,15,251.21,260,0
871,13513.0,10,205.1,126,0
872,13514.0,4,152.20000000000002,73,0
873,13515.0,59,891.12,72,0
874,13516.0,44,1389.41,20,0
875,13517.0,143,2109.07,59,2
876,13518.0,38,659.4399999999999,85,0
877,13519.0,9,110.80000000000001,49,0
878,13520.0,95,3487.75,58,2
879,13521.0,436,1093.65,0,0
880,13522.0,5,125.80000000000001,29,0
881,13523.0,177,3755.38,32,2
882,13524.0,27,680.1800000000001,40,0
883,13525.0,6,628.78,14,0
884,13527.0,224,2263.76,33,2
885,13529.0,15,307.76,78,0
886,13531.0,22,483.8,204,0
887,13532.0,66,210.31,33,0
888,13533.0,76,270.79,182,0
889,13534.0,342,5613.08,1,1
890,13536.0,179,3448.29,0,2
891,13538.0,25,1280.85,42,0
892,13539.0,38,605.84,85,0
893,13544.0,87,291.41,39,0
894,13546.0,98,626.99,11,0
895,13548.0,124,682.41,95,0
896,13549.0,52,916.12,25,0
897,13551.0,4,91.80000000000001,318,0
898,13552.0,121,3539.53,65,2
899,13555.0,136,4149.28,73,2
900,13557.0,34,584.06,27,0
901,13558.0,175,605.06,5,0
902,13560.0,33,174.37,6,0
903,13561.0,14,141.85999999999999,215,0
904,13562.0,82,1799.33,81,2
905,13563.0,49,777.53,83,0
906,13564.0,85,647.74,143,0
907,13565.0,38,240.22,18,0
908,13566.0,176,874.71,40,0
909,13568.0,44,192.85,172,0
910,13569.0,85,373.75,16,0
911,13570.0,27,239.49,242,0
912,13571.0,341,2092.32,12,2
913,13572.0,33,1384.25,205,0
914,13573.0,26,294.4,49,0
915,13575.0,46,732.0699999999999,22,0
916,13576.0,130,6703.3,9,1
917,13577.0,85,1658.3,24,0
918,13579.0,23,467.04,14,0
919,13581.0,10,118.0,308,0
920,13583.0,53,781.03,155,0
921,13584.0,24,142.4,306,0
922,13587.0,11,347.0,31,0
923,13588.0,180,2445.12,15,2
924,13589.0,21,379.65,14,0
925,13590.0,89,1976.12,10,2
926,13591.0,58,1117.13,64,0
927,13592.0,16,247.95999999999998,35,0
928,13593.0,129,1990.28,107,2
929,13594.0,26,396.97,52,0
930,13596.0,166,697.04,5,0
931,13598.0,41,167.42000000000002,46,0
932,13599.0,264,5030.6,0,2
933,13600.0,19,219.52,311,0
934,13601.0,99,693.32,44,0
935,13602.0,23,428.89,64,0
936,13603.0,27,164.34,25,0
937,13606.0,43,280.53999999999996,28,0
938,13607.0,98,678.01,39,0
939,13610.0,228,1115.43,11,0
940,13611.0,76,1158.2,88,0
941,13614.0,201,1610.46,23,0
942,13615.0,24,399.99,312,0
943,13617.0,44,544.18,39,0
944,13618.0,13,177.34,173,0
945,13621.0,19,213.85,116,0
946,13623.0,86,672.44,30,0
947,13626.0,19,257.23,252,0
948,13627.0,94,1624.02,58,0
949,13629.0,59,7792.36,22,1
950,13630.0,80,1995.68,4,2
951,13631.0,12,3021.77,99,2
952,13632.0,147,2117.02,24,2
953,13634.0,188,1575.16,32,0
954,13635.0,62,1071.03,67,0
955,13636.0,64,941.62,36,0
956,13637.0,101,810.5,51,0
957,13638.0,8,122.64,15,0
958,13639.0,40,1033.34,73,0
959,13642.0,66,354.8,215,0
960,13643.0,28,519.44,30,0
961,13644.0,148,2597.52,8,2
962,13645.0,5,252.1,119,0
963,13647.0,80,1670.22,9,0
964,13649.0,23,346.6,256,0
965,13650.0,98,1809.34,16,2
966,13651.0,6,94.2,34,0
967,13652.0,63,1095.08,45,0
968,13654.0,166,2707.33,42,2
969,13655.0,56,932.97,113,0
970,13656.0,49,379.65,164,0
971,13657.0,16,382.14,10,0
972,13658.0,112,2421.47,9,2
973,13659.0,108,1550.85,196,0
974,13662.0,58,879.08,85,0
975,13663.0,13,189.47,178,0
976,13666.0,12,84.65,59,0
977,13667.0,87,305.02,148,0
978,13668.0,501,6216.07,2,1
979,13669.0,9,218.55,50,0
980,13670.0,25,349.7,74,0
981,13673.0,65,396.92,18,0
982,13675.0,25,486.82000000000005,150,0
983,13678.0,16,232.6,151,0
984,13680.0,216,2202.31,0,2
985,13681.0,57,827.83,17,0
986,13682.0,3,59.5,186,0
987,13684.0,31,64.23,285,0
988,13685.0,39,3119.44,2,2
989,13686.0,8,72.0,182,0
990,13689.0,6,910.0,62,0
991,13690.0,9,172.25,58,0
992,13692.0,55,1466.8700000000001,24,0
994,13695.0,90,2504.13,30,2
995,13697.0,12,151.29999999999998,38,0
996,13699.0,14,308.58000000000004,154,0
997,13700.0,197,2265.12,25,2
998,13703.0,1,99.5,317,0
999,13704.0,135,2295.31,4,2
1000,13705.0,28,711.86,7,0
1001,13706.0,20,330.79,302,0
1002,13707.0,48,806.41,266,0
1003,13708.0,51,296.88,270,0
1004,13709.0,346,6249.110000000001,3,1
1005,13710.0,8,180.48,31,0
1006,13711.0,13,252.06,218,0
1007,13712.0,10,228.84,246,0
1008,13715.0,108,1053.94,280,0
1009,13716.0,21,138.28,268,0
1010,13717.0,103,1432.26,31,0
1011,13718.0,12,306.55,245,0
1012,13719.0,60,1041.68,14,0
1013,13720.0,43,799.9,116,0
1014,13721.0,28,524.14,35,0
1015,13722.0,86,2369.16,119,2
1016,13723.0,6,199.85000000000002,216,0
1017,13725.0,118,1809.81,49,2
1018,13726.0,42,1079.6599999999999,38,0
1019,13727.0,20,333.48,28,0
1020,13728.0,63,1016.14,36,0
1021,13730.0,43,752.6,135,0
1022,13731.0,38,610.59,218,0
1023,13732.0,33,491.86,27,0
1024,13735.0,208,2766.18,24,2
1025,13736.0,194,724.0,4,0
1026,13737.0,30,339.59999999999997,199,0
1027,13739.0,3,216.9,17,0
1028,13740.0,23,350.75,240,0
1029,13741.0,35,666.33,71,0
1030,13742.0,323,3102.42,16,2
1031,13743.0,42,1340.1499999999999,2,0
1032,13744.0,72,1156.36,94,0
1033,13745.0,26,291.54,150,0
1034,13747.0,1,79.6,373,0
1035,13748.0,28,948.25,95,0
1036,13750.0,24,1647.26,53,0
1037,13751.0,9,296.25,287,0
1038,13752.0,76,1186.28,123,0
1039,13753.0,35,741.26,287,0
1040,13754.0,12,282.59999999999997,151,0
1041,13755.0,343,2154.68,3,2
1042,13756.0,143,5145.12,1,2
1043,13758.0,117,3190.55,11,2
1044,13759.0,25,659.4100000000001,32,0
1045,13760.0,57,286.79,53,0
1046,13761.0,70,1070.65,49,0
1047,13762.0,14,3.552713678800501e-15,203,0
1048,13763.0,17,1689.46,62,0
1049,13764.0,208,1521.76,70,0
1051,13769.0,143,2771.87,1,2
1052,13771.0,120,2631.7,63,2
1053,13772.0,177,1132.13,33,0
1054,13774.0,22,345.0,81,0
1056,13778.0,9,178.7,102,0
1057,13780.0,57,360.01,6,0
1058,13781.0,17,127.84,250,0
1059,13782.0,115,912.0,12,0
1060,13784.0,31,2462.79,9,2
1061,13786.0,7,230.39999999999998,366,0
1062,13787.0,31,309.04,75,0
1063,13790.0,45,348.8,3,0
1064,13791.0,17,1047.68,42,0
1065,13792.0,13,195.55,65,0
1067,13799.0,39,688.86,116,0
1068,13800.0,33,558.32,309,0
1069,13801.0,23,324.8,66,0
1070,13802.0,66,3906.27,137,2
1071,13803.0,17,277.07,254,0
1072,13804.0,137,2635.79,30,2
1073,13805.0,13,924.6,51,0
1074,13806.0,10,256.38,63,0
1075,13807.0,7,112.6,366,0
1076,13808.0,76,1747.66,5,2
1077,13809.0,12,155.05,304,0
1078,13810.0,36,899.51,28,0
1079,13811.0,14,591.75,183,0
1080,13812.0,36,539.0,41,0
1081,13813.0,71,1353.41,39,0
1082,13814.0,58,1562.12,55,0
1083,13815.0,177,4014.91,21,2
1084,13816.0,33,555.04,23,0
1085,13817.0,24,382.98,28,0
1086,13819.0,36,1140.35,301,0
1087,13821.0,59,385.64,144,0
1088,13822.0,96,632.0,5,0
1089,13823.0,40,957.66,18,0
1090,13824.0,46,1698.94,32,0
1091,13826.0,12,174.65,157,0
1092,13827.0,93,412.05,57,0
1093,13828.0,15,209.49,21,0
1094,13831.0,74,2202.99,15,2
1095,13832.0,4,40.949999999999996,17,0
1096,13833.0,29,384.8,158,0
1097,13835.0,55,834.57,24,0
1098,13837.0,19,271.24,211,0
1099,13838.0,174,691.73,5,0
1100,13841.0,1,85.0,252,0
1101,13842.0,206,3385.62,58,2
1102,13844.0,20,361.62,10,0
1103,13845.0,9,312.98,64,0
1104,13846.0,58,847.61,24,0
1105,13848.0,5,1255.0,91,0
1106,13849.0,101,1537.95,51,0
1107,13850.0,94,1586.81,87,0
1108,13851.0,81,2651.46,95,2
1109,13853.0,24,1056.94,8,0
1110,13854.0,114,8025.0199999999995,8,1
1111,13856.0,17,363.4,168,0
1112,13858.0,11,216.17,56,0
1113,13859.0,28,201.16,325,0
1114,13860.0,77,1240.0,0,0
1115,13862.0,142,2187.31,17,2
1116,13863.0,22,299.56,244,0
1117,13865.0,30,501.56,57,0
1118,13866.0,7,145.67000000000002,73,0
1119,13867.0,61,1015.29,30,0
1120,13868.0,33,3192.54,6,2
1121,13869.0,307,3104.95,122,2
1122,13870.0,118,2751.25,1,2
1123,13871.0,338,6389.8,22,1
1124,13873.0,24,381.7,119,0
1125,13874.0,18,540.45,357,0
1126,13875.0,104,1786.79,53,2
1127,13876.0,7,122.7,63,0
1128,13877.0,3,117.24,85,0
1129,13878.0,36,1281.53,54,0
1130,13880.0,165,3219.77,20,2
1132,13882.0,66,1131.28,2,0
1133,13883.0,155,2538.75,0,2
1134,13884.0,60,781.3000000000001,6,0
1135,13885.0,28,506.8,188,0
1136,13886.0,16,243.56,70,0
1137,13887.0,19,349.55,203,0
1138,13888.0,40,605.63,119,0
1139,13889.0,15,416.90000000000003,92,0
1140,13890.0,114,1860.8600000000001,0,2
1141,13892.0,27,632.97,26,0
1142,13893.0,21,821.1,297,0
1143,13894.0,30,535.97,21,0
1144,13895.0,119,2588.12,20,2
1145,13897.0,17,311.16,49,0
1146,13898.0,12,155.93,325,0
1147,13899.0,19,388.52,15,0
1148,13900.0,43,740.95,182,0
1149,13901.0,149,2867.2,71,2
1150,13904.0,26,332.64,36,0
1151,13908.0,126,2347.05,79,2
1152,13911.0,148,2580.91,56,2
1153,13914.0,34,613.95,3,0
1154,13917.0,18,272.04,49,0
1155,13918.0,30,1212.8400000000001,49,0
1156,13919.0,33,350.15999999999997,52,0
1157,13922.0,7,172.25,351,0
1158,13923.0,20,351.13,53,0
1159,13924.0,137,1682.08,1,0
1160,13925.0,45,616.65,35,0
1161,13926.0,11,223.85000000000002,22,0
1162,13927.0,21,348.99,74,0
1163,13928.0,27,464.57,10,0
1164,13929.0,10,802.85,168,0
1165,13930.0,17,337.34,57,0
1166,13931.0,59,1230.93,85,0
1167,13932.0,16,307.4,294,0
1168,13933.0,23,608.7900000000001,108,0
1169,13934.0,31,922.1,263,0
1170,13936.0,27,361.28,170,0
1171,13937.0,9,158.85,168,0
1172,13938.0,7,71.66,34,0
1173,13939.0,46,556.75,22,0
1174,13940.0,49,839.14,16,0
1175,13941.0,47,4912.41,21,2
1176,13946.0,11,561.5699999999999,78,0
1177,13947.0,5,90.6,64,0
1178,13948.0,3,102.0,360,0
1179,13949.0,160,2427.32,2,2
1180,13950.0,36,728.56,10,0
1181,13951.0,39,674.45,175,0
1182,13952.0,138,3246.091,210,2
1183,13953.0,20,3515.68,6,2
1184,13954.0,30,378.59,1,0
1185,13955.0,33,322.96,153,0
1186,13956.0,152,1026.42,4,0
1187,13959.0,92,598.2,78,0
1188,13960.0,12,230.22,20,0
1189,13962.0,11,169.55,21,0
1190,13963.0,35,664.54,307,0
1191,13967.0,2,80.7,145,0
1192,13969.0,633,8986.69,6,1
1193,13971.0,158,2702.2200000000003,8,2
1194,13972.0,15,190.25,70,0
1195,13973.0,11,264.7,286,0
1196,13974.0,28,413.59000000000003,48,0
1197,13975.0,340,2503.23,30,2
1198,13976.0,10,357.98,206,0
1199,13978.0,15,196.79000000000002,14,0
1200,13979.0,54,869.87,72,0
1201,13980.0,11,200.14,59,0
1202,13982.0,115,1861.11,38,2
1203,13983.0,112,2590.46,29,2
1204,13984.0,17,488.03,26,0
1205,13985.0,353,7024.53,3,1
1206,13986.0,13,320.46,16,0
1207,13988.0,239,4098.8,19,2
1208,13989.0,41,1266.08,65,0
1209,13990.0,16,311.3,212,0
1210,13991.0,86,850.63,11,0
1211,13992.0,5,76.8,29,0
1212,13993.0,125,3409.66,31,2
1213,13994.0,155,2313.14,3,2
1214,13995.0,87,1383.49,14,0
1215,13999.0,212,3865.26,9,2
1216,14000.0,16,633.71,205,0
1217,14001.0,40,2030.3300000000002,45,2
1218,14002.0,47,529.73,133,0
1219,14004.0,171,4582.64,42,2
1220,14005.0,84,2874.72,9,2
1221,14006.0,30,962.19,115,0
1222,14009.0,44,685.9300000000001,197,0
1223,14012.0,11,328.8,277,0
1224,14013.0,34,473.02,109,0
1225,14014.0,39,505.18,76,0
1226,14015.0,20,917.34,52,0
1227,14016.0,162,4328.46,153,2
1228,14019.0,68,1398.96,46,0
1229,14020.0,39,642.8,16,0
1230,14021.0,22,631.9,154,0
1231,14022.0,28,440.0,224,0
1232,14023.0,31,584.07,6,0
1233,14024.0,16,327.7,121,0
1234,14027.0,6,104.82,60,0
1235,14029.0,15,467.66,62,0
1236,14030.0,243,2360.09,17,2
1238,14032.0,152,2929.84,1,2
1239,14034.0,92,512.02,21,0
1240,14035.0,66,1428.02,28,0
1241,14036.0,38,626.65,284,0
1242,14037.0,28,147.20000000000002,175,0
1243,14038.0,93,1554.48,77,0
1244,14039.0,6,152.2,32,0
1245,14040.0,241,3542.19,40,2
1246,14041.0,21,141.41,265,0
1247,14044.0,209,652.82,26,0
1248,14045.0,6,1659.75,108,0
1249,14046.0,14,154.99,283,0
1250,14047.0,34,1290.01,8,0
1251,14048.0,88,375.13,276,0
1252,14049.0,505,5639.15,16,1
1253,14050.0,54,746.36,31,0
1255,14052.0,56,225.36,19,0
1256,14053.0,4,260.25,123,0
1257,14054.0,6,92.46,64,0
1258,14055.0,10,725.6400000000001,105,0
1260,14057.0,291,6147.4,23,1
1261,14059.0,8,183.6,266,0
1262,14060.0,203,6135.38,4,1
1263,14062.0,111,10464.85,9,1
1264,14064.0,82,1188.32,28,0
1265,14066.0,7,152.55,266,0
1266,14067.0,52,374.7,63,0
1267,14068.0,24,265.85,319,0
1268,14071.0,333,1307.41,3,0
1269,14073.0,14,139.54,20,0
1270,14075.0,43,942.26,4,0
1271,14076.0,46,122.47,128,0
1272,14077.0,42,499.41999999999996,40,0
1273,14078.0,65,1049.37,101,0
1274,14079.0,12,375.1,124,0
1275,14080.0,4,45.599999999999994,32,0
1276,14081.0,156,904.67,266,0
1277,14082.0,29,182.25,364,0
1278,14083.0,181,1018.43,3,0
1279,14085.0,451,4435.79,1,2
1280,14087.0,70,181.67,2,0
1282,14089.0,14,161.0,56,0
1283,14090.0,1,76.32000000000001,324,0
1284,14092.0,217,4063.1,7,2
1285,14093.0,105,442.85,11,0
1287,14098.0,21,147.35,36,0
1288,14099.0,252,3092.9700000000003,15,2
1289,14100.0,26,194.9,137,0
1290,14101.0,35,5976.79,73,1
1291,14102.0,84,1314.73,4,0
1292,14104.0,21,216.20999999999998,154,0
1293,14105.0,76,1260.33,84,0
1294,14107.0,124,2688.48,51,2
1295,14108.0,35,594.16,30,0
1296,14109.0,14,80.2,22,0
1297,14110.0,157,5669.65,3,1
1298,14111.0,11,688.6,13,0
1299,14112.0,173,2774.17,22,2
1300,14113.0,40,1377.92,3,0
1301,14114.0,15,386.53,273,0
1302,14116.0,72,1382.74,19,0
1303,14117.0,3,90.0,143,0
1304,14121.0,161,2740.3,3,2
1305,14124.0,5,419.58000000000004,83,0
1306,14125.0,167,2740.43,10,2
1307,14126.0,16,643.6300000000001,7,0
1308,14127.0,44,709.71,122,0
1309,14128.0,46,637.5,60,0
1310,14129.0,52,1123.8600000000001,1,0
1311,14130.0,67,483.86,318,0
1312,14132.0,201,3580.13,1,2
1313,14133.0,30,590.3399999999999,129,0
1314,14135.0,134,4690.31,1,2
1315,14138.0,47,982.3800000000001,1,0
1316,14139.0,26,415.82,45,0
1317,14140.0,67,920.05,3,0
1318,14141.0,46,879.0300000000001,2,0
1319,14142.0,22,311.81,372,0
1320,14143.0,7,115.8,133,0
1321,14145.0,12,3148.2,46,2
1322,14146.0,245,2949.57,8,2
1323,14147.0,6,468.4,48,0
1324,14148.0,3,157.2,233,0
1325,14149.0,40,259.43,212,0
1326,14150.0,26,658.64,35,0
1327,14152.0,50,611.09,74,0
1328,14154.0,52,1345.62,238,0
1329,14155.0,6,118.75,265,0
1331,14157.0,49,400.43,19,0
1332,14158.0,41,507.66,39,0
1334,14161.0,108,1110.52,215,0
1335,14162.0,25,289.36,173,0
1336,14163.0,52,2445.91,86,2
1337,14164.0,29,1631.77,70,0
1338,14165.0,25,122.53999999999999,275,0
1339,14167.0,52,574.84,38,0
1340,14171.0,58,363.79,97,0
1341,14173.0,29,450.84,10,0
1342,14174.0,26,134.46,32,0
1343,14175.0,164,3108.06,50,2
1344,14176.0,32,574.0,296,0
1345,14177.0,43,554.46,84,0
1346,14178.0,327,1620.93,8,0
1347,14179.0,165,719.78,40,0
1348,14180.0,248,4640.77,10,2
1349,14184.0,24,452.89,66,0
1350,14185.0,3,197.65,330,0
1351,14188.0,71,2018.91,8,2
1352,14189.0,277,4604.31,1,2
1353,14191.0,263,4660.01,1,2
1354,14193.0,42,853.39,67,0
1355,14194.0,604,11216.75,4,1
1356,14195.0,8,962.7,201,0
1357,14196.0,6,335.52,106,0
1358,14198.0,44,663.5,3,0
1359,14199.0,2,185.39999999999998,217,0
1360,14201.0,39,688.04,59,0
1361,14204.0,44,161.03,1,0
1362,14205.0,39,218.78,10,0
1363,14206.0,21,308.26,238,0
1364,14208.0,10,151.74,94,0
1365,14209.0,88,2067.13,10,2
1366,14210.0,103,1900.89,90,2
1367,14211.0,118,2208.3,52,2
1368,14212.0,9,1070.48,89,0
1369,14214.0,70,1000.23,30,0
1370,14215.0,109,1777.92,11,2
1371,14216.0,59,1839.3,2,2
1372,14217.0,107,1925.3600000000001,1,2
1373,14218.0,12,169.48000000000002,42,0
1374,14219.0,7,89.94,3,0
1375,14220.0,21,632.4,246,0
1376,14221.0,194,3427.85,41,2
1377,14222.0,41,683.17,176,0
1378,14223.0,61,975.23,91,0
1379,14224.0,118,1050.12,109,0
1380,14226.0,73,2201.64,28,2
1381,14227.0,183,3315.71,25,2
1382,14229.0,43,1450.6,51,0
1383,14231.0,54,822.0600000000001,178,0
1384,14232.0,118,2043.93,31,2
1385,14233.0,36,1447.51,43,0
1386,14234.0,159,775.46,21,0
1387,14235.0,80,3093.86,9,2
1388,14236.0,15,490.86,80,0
1389,14237.0,9,161.0,372,0
1390,14238.0,8,146.85,325,0
1391,14239.0,116,2323.5,42,2
1392,14240.0,42,890.34,29,0
1393,14241.0,10,213.70000000000002,183,0
1394,14242.0,16,280.55,234,0
1395,14243.0,148,2535.88,8,2
1396,14245.0,112,1677.48,175,0
1397,14246.0,75,1474.06,110,0
1398,14247.0,20,136.76999999999998,277,0
1399,14248.0,8,302.58,317,0
1400,14250.0,111,1904.05,6,2
1401,14251.0,78,2879.7000000000003,1,2
1402,14256.0,54,935.0600000000001,253,0
1403,14257.0,107,3087.27,50,2
1404,14258.0,112,12650.08,8,1
1405,14259.0,5,120.0,141,0
1406,14261.0,52,1163.45,50,0
1407,14262.0,143,2618.23,7,2
1408,14264.0,19,319.47,154,0
1409,14265.0,31,530.18,108,0
1410,14267.0,66,1279.09,150,0
1411,14270.0,29,492.65000000000003,331,0
1412,14271.0,10,112.32,225,0
1413,14272.0,33,437.96,73,0
1414,14273.0,29,559.97,50,0
1415,14276.0,75,1019.39,87,0
1416,14277.0,228,3957.0,14,2
1417,14280.0,8,134.04,196,0
1418,14282.0,156,3729.34,2,2
1419,14284.0,34,578.45,30,0
1420,14285.0,27,1910.01,20,2
1421,14286.0,285,4595.81,23,2
1422,14287.0,11,151.23000000000002,7,0
1423,14288.0,17,413.85,211,0
1424,14289.0,47,911.26,8,0
1425,14290.0,103,2307.4500000000003,10,2
1426,14291.0,238,3873.3,1,2
1427,14292.0,108,4819.33,7,2
1428,14293.0,61,1046.56,2,0
1429,14295.0,7,154.70000000000002,39,0
1430,14297.0,64,1284.06,17,0
1432,14299.0,162,2855.35,7,2
1433,14300.0,3,43.2,18,0
1434,14301.0,16,632.04,107,0
1435,14304.0,27,197.1,222,0
1436,14305.0,110,1803.76,70,2
1437,14306.0,35,2083.42,50,2
1438,14307.0,180,2995.72,88,2
1439,14309.0,123,2319.68,7,2
1440,14311.0,27,229.71,224,0
1441,14312.0,87,1611.59,46,0
1442,14314.0,8,120.0,106,0
1443,14315.0,104,2456.98,20,2
1444,14317.0,24,508.58000000000004,64,0
1445,14320.0,42,343.11,206,0
1446,14321.0,123,1530.75,10,0
1447,14323.0,41,574.26,114,0
1448,14326.0,9,166.85,234,0
1449,14327.0,12,311.65,162,0
1450,14329.0,269,4928.74,8,2
1451,14331.0,28,462.65999999999997,123,0
1452,14332.0,26,866.31,22,0
1453,14333.0,19,351.45,63,0
1454,14334.0,163,2539.46,16,2
1455,14335.0,63,468.26,15,0
1456,14336.0,90,1614.91,16,0
1457,14338.0,34,554.22,157,0
1458,14339.0,18,289.90999999999997,234,0
1459,14340.0,6,134.7,218,0
1460,14341.0,130,2166.38,44,2
1461,14342.0,24,607.71,20,0
1462,14344.0,71,889.9300000000001,126,0
1463,14345.0,6,108.97999999999999,38,0
1464,14346.0,60,1021.58,120,0
1465,14348.0,18,409.57,259,0
1466,14349.0,31,133.5,9,0
1467,14350.0,21,258.7,270,0
1468,14351.0,1,51.0,164,0
1469,14352.0,47,1078.96,156,0
1470,14353.0,6,90.6,214,0
1471,14354.0,9,163.62,5,0
1472,14355.0,11,174.4,365,0
1473,14356.0,38,666.9399999999999,59,0
1474,14357.0,41,225.77,42,0
1475,14359.0,58,882.58,18,0
1476,14360.0,118,2128.23,31,2
1477,14362.0,41,161.2,21,0
1478,14364.0,69,3717.35,108,2
1479,14367.0,533,9167.82,7,1
1480,14368.0,8,155.0,319,0
1481,14371.0,4,100.5,294,0
1482,14373.0,4,76.55,357,0
1483,14375.0,75,257.68,184,0
1484,14377.0,11,617.05,190,0
1485,14379.0,46,348.1,43,0
1486,14381.0,56,202.68,51,0
1487,14382.0,131,626.0699999999999,25,0
1488,14383.0,59,1247.69,37,0
1489,14385.0,14,202.11,8,0
1490,14386.0,7,142.4,296,0
1491,14387.0,140,1770.56,32,2
1492,14388.0,191,3172.04,8,2
1493,14389.0,62,999.72,8,0
1494,14390.0,291,4592.47,9,2
1495,14393.0,5,67.95,217,0
1496,14395.0,353,3471.91,1,2
1497,14396.0,73,487.99,64,0
1498,14397.0,95,2556.68,0,2
1499,14400.0,26,559.7,140,0
1500,14401.0,183,4039.98,3,2
1501,14403.0,26,1426.31,129,0
1502,14404.0,104,1434.72,33,0
1503,14406.0,8,156.75,118,0
1504,14407.0,76,2111.08,106,2
1505,14408.0,107,2606.53,10,2
1506,14409.0,55,1908.25,70,2
1507,14410.0,287,576.3,15,0
1508,14411.0,14,1063.0,310,0
1509,14412.0,45,761.3299999999999,34,0
1510,14413.0,23,122.7,361,0
1511,14414.0,98,1485.1299999999999,91,0
1512,14415.0,612,5811.56,0,1
1513,14416.0,14,490.22,21,0
1514,14418.0,124,1937.25,3,2
1515,14419.0,206,1058.06,10,0
1516,14420.0,30,385.87,84,0
1517,14421.0,27,813.11,56,0
1518,14422.0,222,4263.64,0,2
1519,14423.0,3,265.2,217,0
1520,14424.0,1,322.08,17,0
1521,14426.0,264,3918.9,18,2
1522,14427.0,17,363.34000000000003,49,0
1523,14428.0,148,1230.14,6,0
1524,14431.0,22,397.76,298,0
1525,14432.0,382,2255.51,9,2
1526,14434.0,12,1372.8,21,0
1527,14436.0,9,89.06,98,0
1528,14438.0,9,131.9,305,0
1529,14439.0,32,2661.24,319,2
1530,14440.0,55,2357.6800000000003,7,2
1531,14441.0,59,1545.14,0,0
1532,14442.0,68,1544.62,1,0
1533,14443.0,98,1400.88,53,0
1534,14446.0,293,1039.58,0,0
1535,14447.0,70,1163.23,18,0
1536,14448.0,20,375.35,8,0
1537,14449.0,258,907.1,18,0
1538,14450.0,40,483.25,180,0
1539,14451.0,109,662.59,59,0
1540,14452.0,62,264.44,10,0
1541,14453.0,22,119.93,189,0
1543,14457.0,4,113.64,310,0
1544,14459.0,37,1837.92,154,2
1545,14460.0,17,383.34,109,0
1546,14461.0,180,2103.06,147,2
1547,14462.0,246,1965.9,63,2
1548,14463.0,6,529.62,97,0
1549,14465.0,130,1058.6200000000001,246,0
1550,14466.0,72,2272.4,28,2
1551,14467.0,90,598.76,17,0
1552,14470.0,43,461.19,11,0
1553,14472.0,281,1936.84,103,2
1554,14473.0,7,234.34000000000003,73,0
1555,14474.0,30,537.71,42,0
1556,14475.0,47,799.82,71,0
1557,14476.0,19,215.7,256,0
1558,14477.0,11,1307.81,19,0
1559,14479.0,18,316.25,253,0
1560,14480.0,13,279.05,10,0
1561,14481.0,30,636.51,164,0
1562,14482.0,144,2068.15,17,2
