OBJECTID,Codigo,Texto,Cod_Prov,Cod_CCAA,TotalParoRegistrado,PAD_1C02,PAD_1_COD_PROV,PAD_1_COD_CCAA,Shape__Area,Shape__Length,Codigop
1616,10072,Eljas,10,11,78.0,940.0,Cáceres,11.0,56108305.9206543,38465.357597784,10.0
1617,10073,Escurial,10,11,120.0,820.0,Cáceres,11.0,167875838.695801,65216.845655411504,10.0
1618,10075,Fresnedoso de Ibor,10,11,36.0,284.0,Cáceres,11.0,92401315.2885742,51359.9064374441,10.0
1619,10076,Galisteo,10,11,110.0,1009.0,Cáceres,11.0,111450958.628662,66737.0475578694,10.0
1620,10077,Garciaz,10,11,95.0,773.0,Cáceres,11.0,252168093.994141,97255.72651572019,10.0
1621,10078,"Garganta, La",10,11,40.0,428.0,Cáceres,11.0,41467563.2861328,36393.8146132541,10.0
1622,10079,Garganta la Olla,10,11,90.0,1010.0,Cáceres,11.0,82271911.5349121,44781.843252397404,10.0
1623,10080,Gargantilla,10,11,36.0,403.0,Cáceres,11.0,35832870.6315918,27254.1002690563,10.0
1624,10081,Gargüera,10,11,12.0,136.0,Cáceres,11.0,88231520.6179199,54545.6810507368,10.0
1625,10082,Garrovillas de Alconétar,10,11,326.0,2145.0,Cáceres,11.0,350080157.890137,92751.4864732735,10.0
1626,10083,Garvín,10,11,16.0,91.0,Cáceres,11.0,64753085.336425796,41295.1094054586,10.0
1627,10084,Gata,10,11,150.0,1556.0,Cáceres,11.0,161604795.932861,76724.44674624651,10.0
1628,10085,"Gordo, El",10,11,47.0,388.0,Cáceres,11.0,133502816.316895,80512.1216133687,10.0
1629,10086,"Granja, La",10,11,30.0,352.0,Cáceres,11.0,25677088.699707,23102.842803288302,10.0
1630,10087,Guadalupe,10,11,210.0,1999.0,Cáceres,11.0,114519060.454346,52527.4982701265,10.0
1631,10088,Guijo de Coria,10,11,23.0,214.0,Cáceres,11.0,127754545.116699,56327.8910127388,10.0
1632,10089,Guijo de Galisteo,10,11,166.0,1559.0,Cáceres,11.0,105727457.973389,64725.9431482096,10.0
1633,10090,Guijo de Granadilla,10,11,56.0,557.0,Cáceres,11.0,129199747.72631799,62358.669784328,10.0
1634,10091,Guijo de Santa Bárbara,10,11,40.0,416.0,Cáceres,11.0,59221249.48291021,33407.1501487817,10.0
1635,10092,Herguijuela,10,11,36.0,322.0,Cáceres,11.0,70306683.7910156,46750.84782368,10.0
1636,10093,Hernán-Pérez,10,11,37.0,469.0,Cáceres,11.0,61396818.22900389,36327.770176217,10.0
1637,10094,Herrera de Alcántara,10,11,12.0,273.0,Cáceres,11.0,205062534.948486,71513.3412224097,10.0
1638,10095,Herreruela,10,11,32.0,369.0,Cáceres,11.0,190392575.66821298,67078.1008043954,10.0
1639,10096,Hervás,10,11,504.0,4120.0,Cáceres,11.0,102790405.53662099,46812.7525781576,10.0
1640,10097,Higuera,10,11,11.0,106.0,Cáceres,11.0,68606774.267334,47135.898180275704,10.0
1641,10098,Hinojal,10,11,38.0,408.0,Cáceres,11.0,107336586.61328101,47338.6625107954,10.0
1642,10099,Holguera,10,11,54.0,673.0,Cáceres,11.0,63249579.3977051,34928.0323422715,10.0
1643,10100,Hoyos,10,11,138.0,923.0,Cáceres,11.0,25875840.8535156,24100.927010761003,10.0
1644,10101,Huélaga,10,11,34.0,223.0,Cáceres,11.0,18339322.96875,25136.4730377981,10.0
1645,10102,Ibahernando,10,11,57.0,584.0,Cáceres,11.0,128790342.09082,68435.30488459111,10.0
1646,10103,Jaraicejo,10,11,46.0,502.0,Cáceres,11.0,300147953.87915,82237.7664755612,10.0
1647,10104,Jaraíz de la Vera,10,11,644.0,6492.0,Cáceres,11.0,106747251.148193,66381.6254255637,10.0
1648,10105,Jarandilla de la Vera,10,11,266.0,2944.0,Cáceres,11.0,105217805.881348,58186.5467152462,10.0
1649,10106,Jarilla,10,11,16.0,139.0,Cáceres,11.0,48818365.3195801,31416.062079555602,10.0
1650,10107,Jerte,10,11,115.0,1269.0,Cáceres,11.0,101225188.973389,52426.2862020569,10.0
1651,10108,Ladrillar,10,11,12.0,217.0,Cáceres,11.0,91674168.4157715,55221.2545018746,10.0
1652,10109,Logrosán,10,11,218.0,2045.0,Cáceres,11.0,610438793.601074,122290.242685635,10.0
1653,10110,Losar de la Vera,10,11,220.0,2813.0,Cáceres,11.0,140625298.73388702,78866.227847659,10.0
1654,10111,Madrigal de la Vera,10,11,176.0,1614.0,Cáceres,11.0,71414861.0861816,58276.6457571532,10.0
1655,10112,Madrigalejo,10,11,213.0,1842.0,Cáceres,11.0,167835500.848145,73589.0622923537,10.0
1656,10113,Madroñera,10,11,422.0,2680.0,Cáceres,11.0,223213168.19531298,86323.0892924029,10.0
1657,10114,Majadas,10,11,138.0,1341.0,Cáceres,11.0,88525181.9492188,40256.4028045959,10.0
1658,10115,Malpartida de Cáceres,10,11,462.0,4268.0,Cáceres,11.0,53999993.5539551,35343.919262764,10.0
1659,10116,Malpartida de Plasencia,10,11,576.0,4673.0,Cáceres,11.0,635675404.782959,182594.37614748397,10.0
1660,10117,Marchagaz,10,11,34.0,213.0,Cáceres,11.0,16291081.2998047,15420.0504255668,10.0
1661,10118,Mata de Alcántara,10,11,10.0,314.0,Cáceres,11.0,56693434.6164551,29557.7691535327,10.0
1662,10119,Membrío,10,11,50.0,678.0,Cáceres,11.0,350155673.809082,86297.3331785053,10.0
1663,10120,Mesas de Ibor,10,11,12.0,186.0,Cáceres,11.0,82612776.82714841,41412.5967531315,10.0
1664,10121,Miajadas,10,11,1144.0,9879.0,Cáceres,11.0,200910255.49511698,78873.740178717,10.0
1665,10122,Millanes,10,11,29.0,238.0,Cáceres,11.0,29920572.553955104,24070.505679112997,10.0
1666,10123,Mirabel,10,11,88.0,681.0,Cáceres,11.0,83766333.496582,50198.463327509104,10.0
1667,10124,Mohedas de Granadilla,10,11,90.0,844.0,Cáceres,11.0,100980990.47412099,61137.3097440475,10.0
1668,10125,Monroy,10,11,90.0,1004.0,Cáceres,11.0,344790676.478027,127248.91731057,10.0
1669,10126,Montánchez,10,11,178.0,1809.0,Cáceres,11.0,188011394.40991202,125736.420385811,10.0
1670,10127,Montehermoso,10,11,708.0,5817.0,Cáceres,11.0,164677488.720947,85423.75388992361,10.0
1671,10128,Moraleja,10,11,910.0,6912.0,Cáceres,11.0,212541139.69873,100222.402558924,10.0
1672,10129,Morcillo,10,11,60.0,407.0,Cáceres,11.0,27692965.723388698,29607.717715130097,10.0
1673,10130,Navaconcejo,10,11,162.0,2003.0,Cáceres,11.0,88126956.4633789,41227.124025602,10.0
1674,10131,Navalmoral de la Mata,10,11,2142.0,17247.0,Cáceres,11.0,265544750.12695298,82528.7225448582,10.0
1675,10132,Navalvillar de Ibor,10,11,50.0,443.0,Cáceres,11.0,93608883.394043,52283.341655420896,10.0
1676,10133,Navas del Madroño,10,11,226.0,1363.0,Cáceres,11.0,189556905.73584,62008.8083530972,10.0
1677,10134,Navezuelas,10,11,40.0,671.0,Cáceres,11.0,100892589.821289,44794.0409389608,10.0
1678,10135,Nuñomoral,10,11,148.0,1362.0,Cáceres,11.0,163622787.737793,62717.6349947937,10.0
1679,10136,Oliva de Plasencia,10,11,30.0,316.0,Cáceres,11.0,151882573.455078,56273.1806542293,10.0
1680,10137,Palomero,10,11,22.0,377.0,Cáceres,11.0,34837389.7336426,29246.5122410346,10.0
1681,10138,Pasarón de la Vera,10,11,74.0,657.0,Cáceres,11.0,66525795.522949204,43257.345063206805,10.0
1682,10139,Pedroso de Acim,10,11,13.0,101.0,Cáceres,11.0,56450629.6640625,39721.5757128625,10.0
1683,10140,Peraleda de la Mata,10,11,126.0,1399.0,Cáceres,11.0,156471388.999268,69526.9434610263,10.0
1684,10141,Peraleda de San Román,10,11,22.0,291.0,Cáceres,11.0,104841033.876221,46927.056458260704,10.0
1685,10142,Perales del Puerto,10,11,104.0,964.0,Cáceres,11.0,62135999.9274902,36713.385434032796,10.0
1686,10143,Pescueza,10,11,4.0,160.0,Cáceres,11.0,88517317.5930176,64185.874154473095,10.0
1687,10144,"Pesga, La",10,11,94.0,1108.0,Cáceres,11.0,34232592.5895996,29974.3079184936,10.0
1688,10145,Piedras Albas,10,11,18.0,161.0,Cáceres,11.0,7689307.84033203,13824.2764137277,10.0
1689,10146,Pinofranqueado,10,11,148.0,1838.0,Cáceres,11.0,253941618.95629904,80867.6660646808,10.0
1690,10147,Piornal,10,11,79.0,1547.0,Cáceres,11.0,62287344.558837906,44958.4964358397,10.0
1691,10148,Plasencia,10,11,5049.0,40663.0,Cáceres,11.0,371304155.105957,120769.660883021,10.0
1692,10149,Plasenzuela,10,11,62.0,481.0,Cáceres,11.0,61541474.35620121,48433.989521356394,10.0
1693,10150,Portaje,10,11,34.0,386.0,Cáceres,11.0,170962821.095215,73198.8472831098,10.0
1694,10151,Portezuelo,10,11,38.0,232.0,Cáceres,11.0,213881371.02197298,95621.1293568569,10.0
1695,10152,Pozuelo de Zarzón,10,11,48.0,492.0,Cáceres,11.0,81234948.7236328,48336.5840240167,10.0
1696,10153,Puerto de Santa Cruz,10,11,32.0,346.0,Cáceres,11.0,56378135.802002005,35346.427833209396,10.0
1697,10154,Rebollar,10,11,20.0,214.0,Cáceres,11.0,19721227.0961914,24147.0379595831,10.0
1698,10155,Riolobos,10,11,125.0,1301.0,Cáceres,11.0,84307817.1911621,52316.2237639927,10.0
1699,10156,Robledillo de Gata,10,11,8.0,95.0,Cáceres,11.0,53167103.5957031,31811.674003932403,10.0
1700,10157,Robledillo de la Vera,10,11,19.0,288.0,Cáceres,11.0,21952777.419677697,21019.5993074411,10.0
1701,10158,Robledillo de Trujillo,10,11,31.0,370.0,Cáceres,11.0,74807130.173584,40734.4765335244,10.0
1702,10159,Robledollano,10,11,24.0,324.0,Cáceres,11.0,104193858.925537,50179.59737405361,10.0
1703,10160,Romangordo,10,11,22.0,257.0,Cáceres,11.0,66188670.0534668,37914.451776608395,10.0
1704,10161,Ruanes,10,11,10.0,70.0,Cáceres,11.0,25280898.635986302,26654.1424502125,10.0
1705,10162,Salorino,10,11,52.0,629.0,Cáceres,11.0,264890201.568359,75979.1086270118,10.0
1706,10163,Salvatierra de Santiago,10,11,23.0,236.0,Cáceres,11.0,55920735.304199204,37153.9725213605,10.0
1707,10164,San Martín de Trevejo,10,11,60.0,827.0,Cáceres,11.0,42493102.7805176,41180.1688521975,10.0
1708,10165,Santa Ana,10,11,28.0,265.0,Cáceres,11.0,58574341.291747995,57743.8821019356,10.0
1709,10166,Santa Cruz de la Sierra,10,11,46.0,326.0,Cáceres,11.0,74655636.7019043,57147.3545308326,10.0
1710,10167,Santa Cruz de Paniagua,10,11,18.0,330.0,Cáceres,11.0,143831060.173584,64418.5200783745,10.0
1711,10168,Santa Marta de Magasca,10,11,26.0,300.0,Cáceres,11.0,66740256.2180176,53649.331475228304,10.0
1712,10169,Santiago de Alcántara,10,11,26.0,563.0,Cáceres,11.0,161238232.12133798,76439.0020865401,10.0
1713,10170,Santiago del Campo,10,11,30.0,280.0,Cáceres,11.0,123876027.568604,56484.7163645096,10.0
1714,10171,Santibáñez el Alto,10,11,26.0,341.0,Cáceres,11.0,169875685.581299,111005.131994011,10.0
1715,10172,Santibáñez el Bajo,10,11,90.0,767.0,Cáceres,11.0,78778221.6618652,42583.8225432042,10.0
1716,10173,Saucedilla,10,11,170.0,890.0,Cáceres,11.0,102624010.519287,55147.585502520196,10.0
1717,10174,Segura de Toro,10,11,35.0,191.0,Cáceres,11.0,25293880.586914103,26176.6402961104,10.0
1718,10175,Serradilla,10,11,208.0,1634.0,Cáceres,11.0,440065384.90039104,170050.206201054,10.0
1719,10176,Serrejón,10,11,56.0,430.0,Cáceres,11.0,210690280.833252,68700.35299145519,10.0
1720,10177,Sierra de Fuentes,10,11,274.0,2026.0,Cáceres,11.0,42296499.8730469,39582.6861781779,10.0
1721,10178,Talaván,10,11,70.0,866.0,Cáceres,11.0,166393235.885986,77743.2296977309,10.0
1722,10179,Talaveruela de la Vera,10,11,36.0,334.0,Cáceres,11.0,36546423.5390625,43192.8551812215,10.0
1723,10180,Talayuela,10,11,817.0,7377.0,Cáceres,11.0,309164316.839844,165708.562347961,10.0
1724,10181,Tejeda de Tiétar,10,11,54.0,829.0,Cáceres,11.0,90119058.5195313,46520.0965144434,10.0
1725,10182,Toril,10,11,22.0,169.0,Cáceres,11.0,254580229.67553702,101047.258286918,10.0
1726,10183,Tornavacas,10,11,72.0,1133.0,Cáceres,11.0,131602235.121582,56466.444170991104,10.0
1727,10184,"Torno, El",10,11,50.0,908.0,Cáceres,11.0,38119171.6491699,36237.9558342487,10.0
1728,10185,Torrecilla de los Ángeles,10,11,58.0,640.0,Cáceres,11.0,74336498.7792969,40401.1216406963,10.0
1729,10186,Torrecillas de la Tiesa,10,11,118.0,1122.0,Cáceres,11.0,235220791.772705,72619.1736860034,10.0
1730,10187,Torre de Don Miguel,10,11,37.0,509.0,Cáceres,11.0,19830330.239501998,19787.8747963818,10.0
1731,10188,Torre de Santa María,10,11,62.0,566.0,Cáceres,11.0,31838487.650634803,27038.1173258973,10.0
1732,10189,Torrejoncillo,10,11,409.0,3116.0,Cáceres,11.0,161033769.069092,66420.2473635474,10.0
1733,10190,Torrejón el Rubio,10,11,79.0,618.0,Cáceres,11.0,376071613.71142596,109118.53243652699,10.0
1734,10191,Torremenga,10,11,70.0,624.0,Cáceres,11.0,20750778.9453125,21348.6688404919,10.0
1735,10192,Torremocha,10,11,88.0,875.0,Cáceres,11.0,106814337.53198199,49167.4150495514,10.0
1736,10193,Torreorgaz,10,11,205.0,1678.0,Cáceres,11.0,48493050.9824219,48620.707333621394,10.0
1737,10194,Torrequemada,10,11,51.0,601.0,Cáceres,11.0,51547977.388916,41126.426672912,10.0
1738,10195,Trujillo,10,11,1034.0,9436.0,Cáceres,11.0,1093432837.0481,379396.303682769,10.0
1739,10196,Valdastillas,10,11,24.0,325.0,Cáceres,11.0,13879578.3063965,28502.161412639398,10.0
1740,10197,Valdecañas de Tajo,10,11,12.0,133.0,Cáceres,11.0,31869054.8193359,28955.0505310615,10.0
1741,10198,Valdefuentes,10,11,114.0,1277.0,Cáceres,11.0,45371531.0998535,28681.246865798,10.0
1742,10199,Valdehúncar,10,11,22.0,182.0,Cáceres,11.0,43454598.46240229,28547.5215995844,10.0
1743,10200,Valdelacasa de Tajo,10,11,30.0,407.0,Cáceres,11.0,123354496.30542,72372.4083702706,10.0
1744,10201,Valdemorales,10,11,24.0,197.0,Cáceres,11.0,16467587.507080099,16996.5381426117,10.0
1745,10202,Valdeobispo,10,11,80.0,680.0,Cáceres,11.0,71999336.4663086,42083.2638346853,10.0
1746,10203,Valencia de Alcántara,10,11,561.0,5646.0,Cáceres,11.0,998426343.3723141,229890.553266267,10.0
1747,10204,Valverde de la Vera,10,11,42.0,503.0,Cáceres,11.0,80399711.2841797,53237.229095978204,10.0
1748,10205,Valverde del Fresno,10,11,226.0,2391.0,Cáceres,11.0,338484366.555664,96485.0848294015,10.0
1749,10206,Viandar de la Vera,10,11,9.0,246.0,Cáceres,11.0,47973333.0905762,38425.8481411773,10.0
1750,10207,Villa del Campo,10,11,58.0,527.0,Cáceres,11.0,97532089.0083008,50631.721876498,10.0
1751,10208,Villa del Rey,10,11,10.0,130.0,Cáceres,11.0,96208300.9230957,50947.145433286605,10.0
1752,10209,Villamesías,10,11,42.0,285.0,Cáceres,11.0,77569955.8591309,44633.3692414852,10.0
1753,10210,Villamiel,10,11,52.0,505.0,Cáceres,11.0,125281542.369385,49665.290195238704,10.0
1754,10211,Villanueva de la Sierra,10,11,36.0,449.0,Cáceres,11.0,74860031.4440918,47391.72239742571,10.0
1755,10212,Villanueva de la Vera,10,11,211.0,2092.0,Cáceres,11.0,222238124.57763702,76557.7176778063,10.0
1756,10213,Villar del Pedroso,10,11,56.0,636.0,Cáceres,11.0,409406189.370117,158999.484950724,10.0
1757,10214,Villar de Plasencia,10,11,32.0,232.0,Cáceres,11.0,42824241.6040039,28819.1933592706,10.0
1758,10215,Villasbuenas de Gata,10,11,46.0,370.0,Cáceres,11.0,80270031.861084,42055.4426426251,10.0
1759,10216,Zarza de Granadilla,10,11,207.0,1827.0,Cáceres,11.0,229646276.39404303,90605.34915543311,10.0
1760,10217,Zarza de Montánchez,10,11,30.0,580.0,Cáceres,11.0,61467926.6005859,36730.0841617817,10.0
1761,10218,Zarza la Mayor,10,11,88.0,1306.0,Cáceres,11.0,289636709.24731404,84546.9931457529,10.0
1762,10219,Zorita,10,11,142.0,1446.0,Cáceres,11.0,312425913.116211,98319.3398124499,10.0
1763,10901,Rosalejo,10,11,155.0,1476.0,Cáceres,11.0,68963369.1982422,52389.0181188566,10.0
1764,10902,Vegaviana,10,11,112.0,858.0,Cáceres,11.0,39384533.197997995,32752.571358460602,10.0
1765,10903,Alagón del Río,10,11,103.0,940.0,Cáceres,11.0,24418168.339111302,21679.4571321602,10.0
1766,10904,Tiétar,10,11,66.0,931.0,Cáceres,11.0,40864383.143310495,38089.616786019906,10.0
1767,10905,Pueblonuevo de Miramontes,10,11,,830.0,Cáceres,11.0,39790553.489990205,34532.6219333766,10.0
1768,11001,Alcalá de los Gazules,11,1,921.0,5316.0,Cádiz,1.0,742579988.908447,116038.978208264,11.0
1769,11002,Alcalá del Valle,11,1,345.0,5174.0,Cádiz,1.0,73516436.9892578,40000.8776103751,11.0
1770,11003,Algar,11,1,192.0,1429.0,Cádiz,1.0,42214043.9262695,41534.3489032189,11.0
1771,11004,Algeciras,11,1,15093.0,120601.0,Cádiz,1.0,132628670.92651398,83685.7586131071,11.0
1772,11005,Algodonales,11,1,600.0,5650.0,Cádiz,1.0,210142727.82177702,70922.3170416279,11.0
1773,11006,Arcos de la Frontera,11,1,5508.0,31114.0,Cádiz,1.0,822872691.615479,155513.479301577,11.0
1774,11007,Barbate,11,1,4470.0,22720.0,Cádiz,1.0,220619160.694824,90018.89605756801,11.0
1775,11008,"Barrios, Los",11,1,2792.0,23316.0,Cádiz,1.0,510116670.27783203,125884.10253041,11.0
1776,11009,Benaocaz,11,1,91.0,694.0,Cádiz,1.0,108185519.180908,63230.9128607068,11.0
1777,11010,Bornos,11,1,902.0,7864.0,Cádiz,1.0,85529182.732666,40545.084741432,11.0
1778,11011,"Bosque, El",11,1,282.0,2114.0,Cádiz,1.0,47985569.2246094,31261.9795157871,11.0
1779,11012,Cádiz,11,1,14918.0,118919.0,Cádiz,1.0,19017372.2971191,63225.860407874294,11.0
1780,11013,Castellar de la Frontera,11,1,385.0,3050.0,Cádiz,1.0,275988278.800537,80042.5107123393,11.0
1781,11014,Conil de la Frontera,11,1,2736.0,22297.0,Cádiz,1.0,136807592.08374,62867.567636887405,11.0
1782,11015,Chiclana de la Frontera,11,1,12076.0,82645.0,Cádiz,1.0,317755235.816162,78019.18940704821,11.0
1783,11016,Chipiona,11,1,3258.0,19095.0,Cádiz,1.0,51093497.6865234,29829.1961310883,11.0
1784,11017,Espera,11,1,470.0,3912.0,Cádiz,1.0,193287540.019775,58503.7125055341,11.0
1785,11018,"Gastor, El",11,1,177.0,1783.0,Cádiz,1.0,43085927.0756836,33670.3521494721,11.0
1786,11019,Grazalema,11,1,277.0,2144.0,Cádiz,1.0,191120056.581543,68679.1656109975,11.0
1787,11020,Jerez de la Frontera,11,1,31378.0,212830.0,Cádiz,1.0,1851028434.08618,340425.64500772,11.0
1788,11021,Jimena de la Frontera,11,1,1101.0,9756.0,Cádiz,1.0,534973839.640381,110929.749901799,11.0
1789,11022,"Línea de la Concepción, La",11,1,8900.0,63278.0,Cádiz,1.0,29651237.751464803,33693.5594622171,11.0
1790,11023,Medina-Sidonia,11,1,2001.0,11756.0,Cádiz,1.0,753805017.652832,192244.85960444,11.0
1791,11024,Olvera,11,1,665.0,8233.0,Cádiz,1.0,303669157.638916,110393.184949685,11.0
1792,11025,Paterna de Rivera,11,1,982.0,5570.0,Cádiz,1.0,21732996.0522461,21774.5156134536,11.0
1793,11026,Prado del Rey,11,1,930.0,5767.0,Cádiz,1.0,75874881.5112305,41698.7798973369,11.0
1794,11027,"Puerto de Santa María, El",11,1,11211.0,88184.0,Cádiz,1.0,247542187.065186,108399.260056425,11.0
1795,11028,Puerto Real,11,1,5568.0,41467.0,Cádiz,1.0,304010010.947998,122456.24672590801,11.0
1796,11029,Puerto Serrano,11,1,556.0,7111.0,Cádiz,1.0,125360534.83203101,70980.30718603129,11.0
1797,11030,Rota,11,1,3586.0,29030.0,Cádiz,1.0,130821647.220703,66829.3115552331,11.0
1798,11031,San Fernando,11,1,12300.0,95949.0,Cádiz,1.0,47215745.4782715,46388.3197222645,11.0
1799,11032,Sanlúcar de Barrameda,11,1,10548.0,67620.0,Cádiz,1.0,266733444.21557596,84574.3416586091,11.0
1800,11033,San Roque,11,1,3766.0,29575.0,Cádiz,1.0,226339922.676025,90580.99071414859,11.0
1801,11034,Setenil de las Bodegas,11,1,243.0,2809.0,Cádiz,1.0,128584887.421875,67161.0507124211,11.0
1802,11035,Tarifa,11,1,2380.0,18116.0,Cádiz,1.0,644573921.397461,132457.541357975,11.0
1803,11036,Torre Alháquime,11,1,52.0,795.0,Cádiz,1.0,27205793.004638698,24196.4137482903,11.0
1804,11037,Trebujena,11,1,910.0,7056.0,Cádiz,1.0,109586948.111084,51382.8031179854,11.0
1805,11038,Ubrique,11,1,2686.0,16766.0,Cádiz,1.0,108705411.50488299,51334.2824406162,11.0
1806,11039,Vejer de la Frontera,11,1,2233.0,12788.0,Cádiz,1.0,405540873.02002,110155.195310094,11.0
1807,11040,Villaluenga del Rosario,11,1,40.0,457.0,Cádiz,1.0,92656783.9047852,49725.7063328942,11.0
1808,11041,Villamartín,11,1,1967.0,12267.0,Cádiz,1.0,331709333.425049,92537.4513412103,11.0
1809,11042,Zahara,11,1,157.0,1427.0,Cádiz,1.0,113343691.80835,49048.90995363481,11.0
1810,11901,Benalup-Casas Viejas,11,1,1074.0,7003.0,Cádiz,1.0,93719130.3137207,58968.0054281488,11.0
1811,11902,San José del Valle,11,1,610.0,4442.0,Cádiz,1.0,347936065.873779,137933.01361318,11.0
1812,12001,Atzeneta del Maestrat,12,10,79.0,1286.0,Castellón/Castelló,10.0,122233842.802505,71860.6135061746,12.0
1813,12002,Aín,12,10,5.0,122.0,Castellón/Castelló,10.0,20902675.6864777,21871.5632901571,12.0
1814,12003,Albocàsser,12,10,52.0,1303.0,Castellón/Castelló,10.0,141944079.412741,61781.0040898525,12.0
1815,12004,Alcalà de Xivert,12,10,522.0,6893.0,Castellón/Castelló,10.0,287725674.382286,83345.53536255889,12.0
1816,12005,"Alcora, l'",12,10,772.0,10535.0,Castellón/Castelló,10.0,162217494.480782,59614.687541813495,12.0
1817,12006,Alcudia de Veo,12,10,10.0,201.0,Castellón/Castelló,10.0,52183814.1918945,41925.8679434986,12.0
1818,12007,Alfondeguilla,12,10,48.0,894.0,Castellón/Castelló,10.0,48104449.131073,33836.8254117441,12.0
1819,12008,Algimia de Almonacid,12,10,20.0,265.0,Castellón/Castelló,10.0,34604689.4468994,28314.0945065596,12.0
1820,12009,Almazora/Almassora,12,10,2178.0,25632.0,Castellón/Castelló,10.0,56164719.5213528,46122.68313909059,12.0
1821,12010,Almedíjar,12,10,15.0,281.0,Castellón/Castelló,10.0,35523312.523345895,26092.137325757998,12.0
1822,12011,Almenara,12,10,234.0,5949.0,Castellón/Castelló,10.0,46796427.8353577,30773.297851082403,12.0
1823,12012,Altura,12,10,282.0,3621.0,Castellón/Castelló,10.0,219787103.285172,61810.9815727038,12.0
1824,12013,Arañuel,12,10,10.0,160.0,Castellón/Castelló,10.0,32769728.2733154,24858.1296354504,12.0
1825,12014,Ares del Maestrat,12,10,4.0,202.0,Castellón/Castelló,10.0,205115979.027241,70836.0681843334,12.0
1826,12015,Argelita,12,10,8.0,97.0,Castellón/Castelló,10.0,26444476.5741882,25757.5599657844,12.0
1827,12016,Artana,12,10,66.0,1979.0,Castellón/Castelló,10.0,61792417.5039978,33844.197077507204,12.0
1828,12017,Ayódar,12,10,8.0,172.0,Castellón/Castelló,10.0,41558735.4732666,30775.7401200506,12.0
1829,12018,Azuébar,12,10,22.0,322.0,Castellón/Castelló,10.0,39751885.4536591,29264.0589333586,12.0
1830,12020,Barracas,12,10,7.0,179.0,Castellón/Castelló,10.0,71910046.4291992,40920.3054318769,12.0
1831,12021,Betxí,12,10,276.0,5780.0,Castellón/Castelló,10.0,36492747.8527985,24634.112684099702,12.0
1832,12022,Bejís,12,10,18.0,404.0,Castellón/Castelló,10.0,72050138.90875241,37927.2166176337,12.0
1833,12024,Benafer,12,10,17.0,164.0,Castellón/Castelló,10.0,29033660.0602112,38905.5876524126,12.0
1834,12025,Benafigos,12,10,6.0,160.0,Castellón/Castelló,10.0,61223291.12142939,48975.9304027963,12.0
1835,12026,Benasal,12,10,52.0,1130.0,Castellón/Castelló,10.0,137310099.626152,68619.1037937419,12.0
1836,12027,Benicarló,12,10,2068.0,26486.0,Castellón/Castelló,10.0,83112653.2243652,42554.459477181095,12.0
1837,12028,Benicasim/Benicàssim,12,10,1020.0,17957.0,Castellón/Castelló,10.0,61863067.7501907,36691.0590052662,12.0
1838,12029,Benlloch,12,10,78.0,1095.0,Castellón/Castelló,10.0,74704310.63594821,58059.7144741609,12.0
1839,12031,Borriol,12,10,362.0,5187.0,Castellón/Castelló,10.0,104136764.460929,48790.2237090671,12.0
1840,12032,Borriana/Burriana,12,10,2708.0,34643.0,Castellón/Castelló,10.0,79905660.0171328,46017.3371019291,12.0
1841,12033,Cabanes,12,10,216.0,2966.0,Castellón/Castelló,10.0,225600015.112789,67215.2091932496,12.0
1842,12034,Càlig,12,10,122.0,2020.0,Castellón/Castelló,10.0,47506782.251022294,32660.7855488202,12.0
1843,12036,Canet lo Roig,12,10,42.0,724.0,Castellón/Castelló,10.0,119114741.99996202,59518.5043873823,12.0
1844,12037,Castell de Cabres,12,10,1.0,17.0,Castellón/Castelló,10.0,53456827.689275704,37095.9458894537,12.0
1845,12038,Castellfort,12,10,6.0,205.0,Castellón/Castelló,10.0,115560379.51542701,61197.5830823586,12.0
1846,12039,Castellnovo,12,10,72.0,981.0,Castellón/Castelló,10.0,32622389.032074,28910.7020741985,12.0
1847,12040,Castellón de la Plana/Castelló de la Plana,12,10,15629.0,170990.0,Castellón/Castelló,10.0,185707986.708991,80951.243696526,12.0
1848,12041,Castillo de Villamalefa,12,10,6.0,103.0,Castellón/Castelló,10.0,64660213.97848511,59760.0806885107,12.0
1849,12042,Catí,12,10,10.0,779.0,Castellón/Castelló,10.0,177057630.315121,78224.0891765528,12.0
1850,12043,Caudiel,12,10,46.0,673.0,Castellón/Castelló,10.0,106388475.433289,63716.3742949433,12.0
1851,12044,Cervera del Maestre,12,10,30.0,642.0,Castellón/Castelló,10.0,161149351.536507,52561.363561192695,12.0
1852,12045,Cinctorres,12,10,12.0,418.0,Castellón/Castelló,10.0,60842235.6147537,42997.616400163504,12.0
1853,12046,Cirat,12,10,16.0,220.0,Castellón/Castelló,10.0,70224218.3576965,37440.385113322205,12.0
1854,12048,Cortes de Arenoso,12,10,17.0,300.0,Castellón/Castelló,10.0,138178150.416519,57718.1747956159,12.0
1855,12049,Costur,12,10,36.0,543.0,Castellón/Castelló,10.0,37544130.209587105,30208.897713410497,12.0
1856,12050,"Coves de Vinromà, les",12,10,86.0,1870.0,Castellón/Castelló,10.0,235235763.634312,82095.1227781152,12.0
1857,12051,Culla,12,10,9.0,524.0,Castellón/Castelló,10.0,200211441.01598,119285.073067905,12.0
1858,12052,Xert,12,10,34.0,754.0,Castellón/Castelló,10.0,142993567.81208,57370.225987920596,12.0
