,id,lat,lon,l3,rooms,bathrooms,surface_total,surface_covered,price,property_type
39654,2B9bqdLr8Kdx43QdpL0cTw==,-34.64403152,-58.46531296,Parque Avellaneda,2.0,1.0,59.0,57.0,105000.0,Departamento
39655,rhkLNR4FqefOIxYtKOKiaQ==,-34.58540344,-58.50297165,Villa Pueyrredón,2.0,2.0,70.0,66.0,240000.0,Departamento
39656,itoMTHPrh8VZRDYa2tmuKQ==,-34.59020233,-58.50460815,Villa Pueyrredón,2.0,2.0,69.0,65.0,215000.0,Departamento
39657,0q8WutLNN9DbYatMnPtbfQ==,-34.612854,-58.47045898,Villa General Mitre,2.0,1.0,61.0,61.0,105000.0,Departamento
39658,iGkarUKlha0SVVd280DcSw==,-34.63222885,-58.41438293,Boedo,3.0,2.0,140.0,140.0,200000.0,Departamento
39659,ze258WtaEYQGg9cCkhjoBg==,-34.54333115,-58.47072601,Nuñez,3.0,3.0,300.0,220.0,410000.0,Casa
39660,o/bZtAofTIjCxsm672pW1A==,-34.60344696,-58.37669754,Retiro,3.0,2.0,67.0,67.0,88000.0,Departamento
39661,uhwJ8E0u4uwWdxcUpz+iRA==,-34.60999298,-58.41744614,Almagro,3.0,2.0,109.0,98.0,275000.0,Departamento
39662,6XXOIOfgiy0P3EXiywCLvg==,-34.59434509,-58.41934204,Palermo,3.0,2.0,200.0,200.0,420000.0,Casa
39663,6e5Ib5VdWV6W4BoMO0dtbw==,-34.63054657,-58.37149811,Barracas,3.0,2.0,75.0,70.0,170000.0,Departamento
39664,mMF7HvjNWhpwGcdWZUOFHw==,-34.57510376,-58.46327591,Belgrano,3.0,2.0,104.0,100.0,268000.0,Departamento
39665,HfxSA2GH28xnw4ERu1OiUw==,-34.56280899,-58.47675705,Congreso,3.0,2.0,82.0,75.0,159000.0,Departamento
39666,n2kmlfZSvF0I6PzNJfblJQ==,-34.63209915,-58.49768066,Floresta,3.0,2.0,95.0,69.0,199900.0,Casa
39667,O/ZDouYf6crb5GCViDoJmw==,-34.63590622,-58.47956467,Floresta,3.0,3.0,94.0,76.0,139900.0,Casa
39668,+kOoJS4t08FA9CWtxARxPQ==,-34.59688568,-58.40194321,Recoleta,3.0,2.0,128.0,120.0,280000.0,Departamento
39669,cjczw2EWKygG2ab9RsIrrw==,-34.59760284,-58.40237045,Recoleta,3.0,1.0,74.0,68.0,250000.0,Departamento
39670,DSGhqSe5DtLzORnYokiE+w==,-34.62149429,-58.43114471,Caballito,3.0,1.0,84.0,77.0,210000.0,Departamento
39671,1DvA5mjpzQYtW4mB0lz+Wg==,-34.62084198,-58.43861389,Caballito,3.0,3.0,109.0,79.0,280000.0,Departamento
39672,exj7GtpGJsTRyO7MT6Jrgg==,-34.62269211,-58.42637253,Caballito,3.0,3.0,140.0,114.0,295000.0,Casa
39673,v3Sz6/D7wKtJZwfI/vqgbQ==,-34.61854553,-58.43130875,Caballito,3.0,2.0,107.0,98.0,295000.0,Departamento
39674,RLbXao90dWVcjOgSCIXoeQ==,-34.61980438,-58.46292496,Caballito,3.0,2.0,98.0,98.0,252900.0,Departamento
39675,62kP4zfBgdNOy305fzp1Vg==,-34.61641312,-58.52817535,Villa Real,3.0,2.0,72.0,62.0,134000.0,Departamento
39676,0na5g+4ODxS2fCzT+gBGww==,-34.58641434,-58.41407394,Barrio Norte,3.0,3.0,100.0,90.0,280000.0,Departamento
39677,/6KodX6l2GpgYzYVlDaegw==,-34.62277603,-58.5137558,Monte Castro,3.0,2.0,200.0,102.0,179900.0,Casa
39678,HbxaVpA/54dXCH3gsLQ7ZQ==,-34.59626389,-58.44695282,Villa Crespo,3.0,2.0,81.0,81.0,175000.0,Departamento
39679,gD/IMlQQ/HUvAYaMcljRTQ==,-34.59712219,-58.5065918,Villa Devoto,3.0,4.0,215.0,215.0,540000.0,Casa
39680,xRcoF/axFKCa1EM6iyDZ+w==,-34.63173294,-58.38976669,Constitución,3.0,2.0,82.0,76.0,160000.0,Departamento
39681,dA0z+fC7YHOuptPZUg62kQ==,-34.61771774,-58.36205673,Puerto Madero,3.0,5.0,253.0,187.0,1890000.0,Departamento
39682,TPJAcDdUrSu0dhNN/jQt0g==,-34.56718063,-58.49846649,Villa Urquiza,3.0,2.0,295.0,208.0,418000.0,Casa
39683,OdMUgSAk9NHliDn/JQe+Ag==,-34.58336258,-58.5014267,Villa Pueyrredón,3.0,3.0,250.0,186.0,459000.0,Casa
39684,Tp4xFokJBQ2YkMyy2Bqklw==,-34.6112442,-58.41925049,Almagro,4.0,2.0,120.0,120.0,205000.0,Departamento
39685,ZRxuv5odAuHQgGBuP0Oglg==,-34.56489182,-58.43755722,Belgrano,4.0,5.0,160.0,150.0,995000.0,Departamento
39686,pMx7CYTw1p97VhtXOdoGLA==,-34.6112442,-58.41925049,Caballito,4.0,2.0,120.0,120.0,205000.0,Departamento
39687,EeZaWFi3ay1Nxqpo46CTxg==,-34.60414505,-58.44348907,Villa Crespo,4.0,3.0,270.0,263.0,520000.0,Casa
39688,qdDHAIurjscIV/gDaiOVAA==,-34.60652924,-58.45543289,Villa Crespo,4.0,2.0,183.0,123.0,340000.0,Casa
39689,B7AAJg2R96FylFNYun1eug==,-34.60999298,-58.38456345,Monserrat,5.0,5.0,615.0,615.0,450000.0,Casa
39690,YjxvE0wEv1skmG314lPPFg==,-34.5925274,-58.3909851,Recoleta,1.0,1.0,26.0,26.0,150000.0,Departamento
39691,QlUCl0sbkW8v3H+pMBFPLg==,-34.5735285,-58.4743888,Villa Urquiza,1.0,1.0,23.0,23.0,98170.0,Departamento
39692,AlsPvCbmZFvEgFWXiZ25EQ==,-34.6213754,-58.4352293,Caballito,2.0,1.0,33.0,33.0,82000.0,Departamento
39693,0fk9knEUf0vroRJU3FOwlg==,-34.5955222,-58.3875499,Recoleta,5.0,3.0,270.0,270.0,880000.0,Departamento
39694,zjhPtGzUe5fClIZd7E38hQ==,-34.6078243,-58.4379435,Caballito,5.0,3.0,170.0,150.0,330000.0,Departamento
39695,WBTaFw+z+YjzN5LuFemurQ==,-34.6199155253,-58.3843333442,Monserrat,16.0,4.0,475.0,475.0,550000.0,Casa
39696,iotzjBot8GBsH74wFnh1LQ==,-34.5814108,-58.4088481,Palermo,2.0,1.0,40.0,38.0,130000.0,Departamento
39697,7yA0qW7WGrlHtRr17Kt9Pw==,-34.5718707,-58.4871991,Villa Urquiza,3.0,1.0,83.0,77.0,260000.0,Departamento
39698,4L4EEgeNz8m99yAfYnT4SA==,-34.55113,-58.483977,Saavedra,1.0,1.0,37.0,37.0,108600.0,PH
39699,PJyuVHdELiHv1oyISjdtKg==,-34.5863542,-58.4515757,Chacarita,1.0,1.0,37.0,34.0,100350.0,Departamento
39700,C7ODHrgkerHxzLyyRlk5UA==,-34.5786225654,-58.4854320338,Villa Urquiza,1.0,1.0,36.0,32.0,95500.0,Departamento
39701,AyYh5eLg97Mjv8EV6t7YFA==,-34.5828781,-58.4723523,Villa Urquiza,2.0,2.0,50.0,50.0,190000.0,Departamento
39702,4ZxFOIANfE4KW1Bx1Xh2ZA==,-34.55113,-58.483977,Saavedra,2.0,2.0,100.0,75.0,210000.0,PH
39703,5XfdxXm7lCamJ0Ub0Ige7g==,-34.55113,-58.483977,Saavedra,2.0,2.0,100.0,76.0,212000.0,PH
39704,BWMOwD1Huio7vtRh87xnkQ==,-34.55113,-58.483977,Saavedra,2.0,2.0,72.0,58.0,152350.0,PH
39705,RYvgm539O3INqtLD8xGmVQ==,-34.55113,-58.483977,Saavedra,2.0,2.0,101.0,75.0,217000.0,PH
39706,GbSvf6xmlNpu8PxbLqP8Rw==,-34.5575819595,-58.4626089688,Belgrano,3.0,2.0,64.0,60.0,255000.0,Departamento
39707,iOpTK0/doH4wEgQNMr/xXA==,-34.6079338,-58.4497174,Paternal,3.0,2.0,89.0,84.0,260000.0,Departamento
39708,Y4fiPVru7VlllI0N0yH5tg==,-34.55113,-58.483977,Saavedra,2.0,2.0,72.0,58.0,152350.0,Departamento
39709,RmhkmvoDPZclDzTuyEsjXQ==,-34.6079338,-58.4497174,Caballito,3.0,2.0,89.0,84.0,260000.0,Departamento
39710,MdKDf3kZ8BoAcIX5Z1QbxQ==,-34.6135121418,-58.3606762381,Puerto Madero,2.0,2.0,80.0,80.0,450000.0,Departamento
39711,4G7Lyhr55J9ha72XYuh2HQ==,-34.5828781,-58.4723523,Villa Urquiza,3.0,2.0,71.0,67.0,268000.0,Departamento
39712,ohNcws6uHY4NjqaqQIqadA==,-34.6020579,-58.4610363,Paternal,4.0,3.0,111.0,100.0,238000.0,Departamento
39713,auKuey1qY9fNP4P+dMrfXg==,-34.623705,-58.440639,Caballito,1.0,1.0,39.0,36.0,105000.0,Departamento
39714,x7JgsCWK5XkPIc65eco1OQ==,-34.6256168,-58.45403,Caballito,1.0,1.0,40.0,36.0,104900.0,Departamento
39715,WVOOkuH16Me860mJBU9B0Q==,-34.5581601,-58.478535,Saavedra,2.0,1.0,52.0,42.0,142000.0,Departamento
39716,0+Gyd+jrqF31QyUI/kuydg==,-34.5723968,-58.4475569,Belgrano,3.0,1.0,126.0,68.0,320000.0,Departamento
39717,rBMHVkkCQ83yFZVV2BUKKA==,-34.5694671,-58.4900161,Villa Urquiza,3.0,1.0,63.0,56.0,210000.0,Departamento
39718,qLcGogGuCSt9GcDfYnXmAg==,-34.6288271,-58.4840674,Floresta,4.0,1.0,125.0,93.0,160000.0,PH
39719,B+7m0vOCbP1M7jXe9rcUdg==,-34.6123332,-58.3879088,Monserrat,4.0,1.0,92.0,72.0,115000.0,PH
39720,tsESSU+Tkqn23CZlE1+5lA==,-34.6030829,-58.3890432,Recoleta,1.0,1.0,30.0,30.0,71900.0,Departamento
39721,mP2jJPMc8iZaVaXl8eo6QA==,-34.5947209,-58.4442897,Villa Crespo,1.0,1.0,28.0,28.0,57900.0,Departamento
39722,1mpl2K6+U8nVmsyQcoNbow==,-34.5887112,-58.4360871,Palermo,2.0,1.0,51.0,45.0,122000.0,Departamento
39723,rU2BcTro0MdzYETCZo9nMQ==,-34.6092458,-58.5210272,Villa Devoto,3.0,2.0,130.0,73.0,155000.0,PH
39724,JaHNWVKiXv6gP50uDRs/og==,-34.5832422,-58.4155459,Barrio Norte,5.0,2.0,186.0,102.0,390000.0,Departamento
39725,TmE22OTMxuZRraohlNIiuQ==,-34.620224,-58.42408752,Boedo,2.0,1.0,69.0,66.0,135000.0,Departamento
39726,g10ADyVDZDjbYL4l7h8N5g==,-34.62687683,-58.46039963,Flores,3.0,2.0,76.0,74.0,172000.0,Departamento
39727,61leBBYw0PKCYvWITbwTcQ==,-34.62724304,-58.45764923,Flores,1.0,1.0,46.0,40.0,112000.0,Departamento
39728,kNBt6+VqY/zfR37ILHIOew==,-34.5486478,-58.4551068,Nuñez,1.0,1.0,39.0,34.0,119000.0,Departamento
39729,jaZGlap6H/uGLrAC2/r7xw==,-34.550498,-58.4679274,Nuñez,1.0,1.0,35.0,30.0,120000.0,Departamento
39730,WQhKZihGeUfrklBGlCC1+g==,-34.5384407,-58.46663284,Nuñez,1.0,1.0,86.0,45.0,230000.0,Departamento
39731,SgudO8B/Xredqpszwm6uig==,-34.620224,-58.42408752,Almagro,2.0,1.0,69.0,66.0,135000.0,Departamento
39732,9wE4K/bxRGTT21LXC/WGlw==,-34.56601715,-58.47266769,Coghlan,1.0,1.0,46.0,46.0,129900.0,Departamento
39733,bGwtMWAPQ4QW2vqOQQ4J1A==,-34.6481781,-58.52417755,Liniers,2.0,1.0,73.0,65.0,135000.0,Casa
39734,NjAo0LKPGX9sq8OOLYsciQ==,-34.65372086,-58.52187347,Liniers,3.0,3.0,98.0,90.0,265000.0,Departamento
39735,GUZznTD5yyUB0a8n8X0Rbw==,-34.5890199,-58.4332759,Palermo,1.0,1.0,28.0,28.0,60000.0,Departamento
39736,WvmpaBieUAQg1yfzvu8pgA==,-34.5800203673,-58.438782872,Palermo,2.0,1.0,48.0,42.0,145000.0,Departamento
39737,YPDIfunpDLHclnGjkMPBYQ==,-34.5805528,-58.44021,Palermo,2.0,1.0,48.0,42.0,145000.0,Departamento
39738,5lAtxFTkyCMvxedf1M+ywA==,-34.58918762,-58.41665268,Palermo,1.0,1.0,30.0,30.0,75000.0,Departamento
39739,nkzTsg2Y6Y68fY/3G/VOhg==,-34.5634456797,-58.4405485684,Palermo,1.0,1.0,44.0,41.0,148000.0,Departamento
39740,EJmP+DOZFyFOhHsA+U/NTA==,-34.553906,-58.4520949,Belgrano,1.0,1.0,40.0,40.0,115000.0,Departamento
39741,C8i1dqOEZOuGuKGfrFaaiw==,-34.56199265,-58.45397949,Belgrano,3.0,3.0,110.0,97.0,275000.0,Departamento
39742,QRF8guGai7+XFmUr6vmpFA==,-34.56199265,-58.45397949,Belgrano,4.0,3.0,110.0,97.0,275000.0,Departamento
39743,FfzkSudghH1yOMMpe6lzmw==,-34.56047058,-58.46512222,Belgrano,1.0,2.0,43.0,43.0,175000.0,Departamento
39744,0CCCJOjpbkR4tqzn0eeuWg==,-34.56283569,-58.460289,Belgrano,5.0,5.0,560.0,360.0,1350000.0,Departamento
39745,CJKF7sWDmNy2RPpGckGlxQ==,-34.56283569,-58.460289,Belgrano,4.0,5.0,560.0,360.0,1350000.0,Departamento
39746,EJu6L2VfQu0vaz6E+pKwRg==,-34.56197357,-58.46116257,Belgrano,2.0,2.0,95.0,79.0,220000.0,Departamento
39747,yhR0leYPvO+uq9BjD7HN/Q==,-34.56391907,-58.46504593,Belgrano,1.0,1.0,54.0,46.0,175000.0,Departamento
39748,SN1FrqHI2tN0o6Y5oiIPtg==,-34.5675354,-58.44570923,Belgrano,2.0,1.0,82.0,76.0,239000.0,Departamento
39749,oNXHSL0b29D6+mkDN0wf9g==,-34.567742,-58.4583863,Belgrano,1.0,1.0,38.0,34.0,140000.0,Departamento
39750,vlt4YpS0+08QttY87elbVw==,-34.5657022,-58.4602121,Belgrano,1.0,1.0,45.0,40.0,124000.0,Departamento
39751,UnGs4eFGL2CQ94JktToEWg==,-34.6352442,-58.480438,Floresta,1.0,1.0,25.0,25.0,65000.0,Departamento
39752,egay0+eOH+a0QnAU7DAKxA==,-34.61832809,-58.50573349,Floresta,2.0,1.0,63.0,60.0,155000.0,Departamento
39753,a4CUJWqfyu0rQbOiAOSNPA==,-34.64104462,-58.48757172,Floresta,3.0,1.0,100.0,78.0,137000.0,Casa
39754,3UwglUl82jCDiKZYmte8cw==,-34.5929809,-58.379393,Recoleta,2.0,1.0,30.0,30.0,77000.0,Departamento
39755,8ZelEJCJKzmDCg2Tti13xw==,-34.546189,-58.4799623,Saavedra,1.0,1.0,35.0,35.0,105000.0,Departamento
39756,K2fof7y3fwp1VTp8V+dDJQ==,-34.6083318,-58.3952016,Balvanera,1.0,1.0,32.0,32.0,68000.0,Departamento
39757,xfsyXLPZBEVOj241/I0UUQ==,-34.611837,-58.395984,Balvanera,1.0,1.0,40.0,38.0,60000.0,Departamento
39758,Mms1GLBnWdyGwkRX1C3MTw==,-34.6132398,-58.398972,Balvanera,1.0,1.0,36.0,34.0,68000.0,Departamento
39759,H1/US4+BGJM0/Pb3s1Z7Sw==,-34.6078832,-58.4544867,Caballito,1.0,1.0,24.0,24.0,58500.0,Departamento
39760,M6FGd/NwHSPLSA+NIUHBnA==,-34.6482811,-58.50424576,Mataderos,3.0,1.0,100.0,85.0,160000.0,Casa
39761,AOXVKqYsmzQZZjJBtgxaaw==,-34.61452866,-58.36879349,San Telmo,4.0,2.0,92.0,86.0,172000.0,Departamento
39762,R/sB9cBrweoo4Xbi9jjiCw==,-34.63209915,-58.51864243,Versalles,2.0,2.0,172.0,172.0,250000.0,Casa
39763,KH7WUPcPcoGAQLaDhAHOHg==,-34.63360214,-58.52824402,Versalles,2.0,1.0,64.0,56.0,170000.0,Departamento
39764,zefBb8suppG67wZbEL74iA==,-34.57487488,-58.45018005,Colegiales,1.0,1.0,54.0,54.0,170000.0,Departamento
39765,eG68sVVh9L6ImhDdXeM7pg==,-34.577556,-58.4526091,Colegiales,1.0,1.0,51.0,44.0,87993.0,Departamento
39766,Adlx2XAGiT7cxCHfRFTViQ==,-34.64233398,-58.49760818,Villa Luro,2.0,1.0,127.0,65.0,117000.0,Casa
39767,OFxlz0N0br3GcnCsRv/hpg==,-34.63460922,-58.51006317,Villa Luro,1.0,1.0,49.0,41.0,85000.0,Departamento
39768,NRQYQIBNhujgCYXW/9I0zQ==,-34.61919785,-58.52394485,Villa Real,2.0,1.0,97.0,72.0,190000.0,Casa
39769,eTVdnlRGzgwd/CPfSmfXsQ==,-34.61919785,-58.52394485,Villa Real,1.0,1.0,57.0,40.0,120000.0,Casa
39770,uR1HmAGstkhYl9oBxe37bA==,-34.6316452,-58.51237106,Monte Castro,2.0,1.0,90.0,55.0,125000.0,Departamento
39771,HMJ1VVkspZU/ogDO/ZGVCw==,-34.62467194,-58.50770569,Monte Castro,2.0,1.0,80.0,77.0,140000.0,Casa
39772,+QzFPQY8oj1rcsrZXoetQQ==,-34.62520218,-58.51202393,Monte Castro,1.0,1.0,45.0,45.0,115000.0,Casa
39773,6c4zKi3teoGWbb32saRdYw==,-34.62577057,-58.51540375,Monte Castro,3.0,2.0,112.0,108.0,168000.0,Casa
39774,R6HPCsEfOS3NdVRyXhJ97g==,-34.62453842,-58.50853729,Monte Castro,1.0,1.0,580.0,580.0,550000.0,Casa
39775,AHm4fvkXUiMaoCrnHmewzw==,-34.6044741,-58.3835591,San Nicolás,1.0,1.0,32.0,32.0,66000.0,Departamento
39776,iOsz+9deQwjUyDls8z8w2Q==,-34.5992028,-58.4295453,Villa Crespo,1.0,1.0,38.0,34.0,99000.0,Departamento
39777,+xYP5gwhxkMBRGUfIGd9Vg==,-34.620404,-58.5141338,Villa Devoto,1.0,1.0,26.0,23.0,50000.0,Departamento
39778,dNcPd18QppvR5FOW9P3L0A==,-34.619212,-58.3603363,Puerto Madero,1.0,1.0,51.0,44.0,215000.0,Departamento
39779,kqyLtm5xABjvv9Tx0WYN0A==,-34.5705179,-58.4914578,Villa Urquiza,1.0,1.0,50.0,44.0,152000.0,Departamento
39780,7N5G974Q+zQRS0+A8j9A4g==,-34.581577,-58.4738583,Villa Urquiza,2.0,1.0,24.0,24.0,60000.0,Departamento
39781,v4eYHtSgYCLg0GaqHNEpWw==,-34.6018098,-58.4878777,Villa Urquiza,1.0,1.0,30.0,30.0,98000.0,Departamento
39782,rnEQ8aTgSW6+A9MnrWJ04g==,-34.56845856,-58.48143768,Villa Urquiza,2.0,1.0,66.0,63.0,119000.0,Departamento
39783,QkcRUBHqUe1Ir4SMRZ/fqA==,-34.6329704,-58.4481433,Parque Chacabuco,1.0,1.0,31.0,31.0,84000.0,Departamento
39784,KeGHzITaQoLNW+qO62VffQ==,-34.6046524,-58.49517059,Villa del Parque,2.0,2.0,68.0,57.0,189900.0,Departamento
39785,5A6wzbXvmg4svbTRICxMTQ==,-34.64795303,-58.48763657,Parque Avellaneda,2.0,1.0,80.0,70.0,80000.0,Casa
39786,H/d43yOxVZjb1VlYAYt47Q==,-34.608806,-58.4790478,Villa General Mitre,3.0,1.0,48.0,44.0,85000.0,Departamento
39787,zfzPkVW08p0zQ8BabeHsDQ==,-34.6298305,-58.4088277,Boedo,2.0,1.0,53.0,45.0,149000.0,Departamento
39788,lPhDWbj8GjODfdl3JM2y+g==,-34.6240597,-58.4088102,Boedo,2.0,1.0,52.0,46.0,125000.0,Departamento
39789,HPXk5SiOBwNgyajUxvmang==,-34.6189767,-58.4621841,Flores,2.0,1.0,47.0,43.0,90000.0,Departamento
39790,EM4vdepBc3G9c99hRXE5gw==,-34.5512055,-58.462223,Nuñez,2.0,1.0,49.0,49.0,125000.0,Departamento
39791,mBCE9klXK+6KSibh+HZjKQ==,-34.545571,-58.4614626,Nuñez,2.0,1.0,63.0,48.0,170000.0,Departamento
39792,k4g6lVKiXsNTOR/7W+OCIA==,-34.549728,-58.47149,Nuñez,2.0,1.0,48.0,42.0,99000.0,Departamento
39793,84YGw/j9JJxYado6LIbKvA==,-34.5486619,-58.4642348,Nuñez,2.0,1.0,43.0,40.0,115000.0,Departamento
39794,wF/zBnfXHL4qFVLC6Vu93Q==,-34.5436664,-58.4622412,Nuñez,1.0,1.0,38.0,34.0,109000.0,Departamento
39795,6eg3xlbCuqMiegFWHssVrw==,-34.539734,-58.466323,Nuñez,2.0,1.0,105.0,63.0,295000.0,Departamento
39796,w10wJkmb4OqUIRZ4yZ2rcg==,-34.59769,-58.3769481,Retiro,2.0,1.0,34.0,34.0,88000.0,Departamento
39797,XIJmWXNdCp6qVUiZUmNFOg==,-34.6015613,-58.4194462,Almagro,2.0,1.0,31.0,31.0,75000.0,Departamento
39798,vg6hvjWrCLvGI79f1LN+5g==,-34.6022028,-58.429374,Almagro,2.0,1.0,42.0,40.0,119000.0,Departamento
39799,obXBIP8LHT+5nbvUtZmU6g==,-34.6003839,-58.4230153,Almagro,2.0,1.0,45.0,40.0,119000.0,Departamento
39800,si6HXwvflUw4QRh6evCkrQ==,-34.6065431882,-58.4306298587,Almagro,1.0,1.0,56.0,49.0,125000.0,Departamento
39801,1aMjP9m4955xYcbm36B+rg==,-34.6003839,-58.4230153,Almagro,1.0,1.0,57.0,43.0,116500.0,Departamento
39802,ppROz8Xf/YDcQO3oPsWGtQ==,-34.5938673,-58.4229266,Palermo,2.0,1.0,40.0,40.0,120000.0,Departamento
39803,de81R1PjPMLiA9dbCRGDUQ==,-34.5853637,-58.4414304,Palermo,1.0,1.0,38.0,36.0,90000.0,Departamento
39804,AiGjtoN/WKaQyVfNwV16aQ==,-34.5824252,-58.4132198,Palermo,2.0,1.0,43.0,43.0,115000.0,Departamento
39805,8yp1mztozCPQ00pphl6NuQ==,-34.5780655,-58.4265317,Palermo,2.0,1.0,58.0,52.0,190000.0,Departamento
39806,y3wHSQuEaoU/2I259sM1tQ==,-34.5719652542,-58.4328929683,Palermo,2.0,1.0,55.0,51.0,185000.0,Departamento
39807,jT55dVBx5BMN15ANTxoUrw==,-34.5954016,-58.4212436,Palermo,2.0,1.0,33.0,33.0,125000.0,Departamento
39808,g0OQuUiyhuXEZV38h5kcHA==,-34.567157,-58.437224,Palermo,2.0,1.0,38.0,34.0,94000.0,Departamento
39809,pPAN2XU9hllrb3HB119Glg==,-34.5793916,-58.4291062,Palermo,2.0,1.0,37.0,32.0,127000.0,Departamento
39810,84jWudn1BIhdQVS4niyWUg==,-34.590726,-58.413213,Palermo,2.0,1.0,36.0,36.0,145000.0,Departamento
39811,LlzTvax+PdhpaCM2Vx4u5w==,-34.5974708257,-58.4203712074,Palermo,2.0,1.0,44.0,39.0,139000.0,Departamento
39812,x9ddmITdX7mA0mdKiWTXgg==,-34.5782068379,-58.434256462,Palermo,1.0,1.0,52.0,42.0,142000.0,Departamento
39813,dXEyqyWEbH6jc9v/hNKHyg==,-34.5693786,-58.433433,Palermo,2.0,2.0,110.0,70.0,330000.0,Departamento
39814,XypLbEgySuhuB3AVfkX9iw==,-34.5774025348,-58.4390069079,Palermo,2.0,1.0,45.0,40.0,219000.0,Departamento
39815,CtDMybVuYBnKku+RZjTwmw==,-34.5780655,-58.4265317,Palermo,2.0,1.0,42.0,38.0,110000.0,Departamento
39816,i4/yy2sPLyUMUMdSqQKfog==,-34.5976131344,-58.416687637,Palermo,2.0,1.0,42.0,38.0,110000.0,Departamento
39817,J2d59t9AJQ6ieXUZ/vnzzA==,-34.5972410913,-58.4203062929,Palermo,1.0,1.0,43.0,39.0,138000.0,Departamento
39818,D+PDJKu6ZwNvidsjgs3Awg==,-34.5977014499,-58.4202496106,Palermo,1.0,1.0,42.0,39.0,138000.0,Departamento
39819,xMJsnC4pxYVXwUeiJHiR8w==,-34.5972410913,-58.4203062929,Palermo,2.0,1.0,43.0,39.0,138000.0,Departamento
39820,+oXUxwxsjrp2UhKB4bvkWQ==,-34.5825491,-58.41735,Palermo,2.0,1.0,34.0,34.0,95000.0,Departamento
39821,EH2g7UpjbjZgasVUhZoGDw==,-34.5780037,-58.4245257,Palermo,2.0,1.0,38.0,35.0,135000.0,Departamento
39822,FeSgmAHHXK+4BcWBejDzCw==,-34.5961662887,-58.4153832806,Palermo,1.0,1.0,49.0,41.0,135000.0,Departamento
39823,GN0rwtkDMerzrFxLK2hPEw==,-34.5710283,-58.433146,Palermo,1.0,2.0,55.0,46.0,170000.0,Departamento
39824,QTYvcOeIEotpr1pd5knsrg==,-34.5710283,-58.433146,Palermo,1.0,2.0,55.0,46.0,200000.0,Departamento
39825,l+VRyJW/17xdD+ikzoRcJA==,-34.5752435,-58.4207151,Palermo,2.0,1.0,47.0,47.0,165000.0,Departamento
39826,bDxCXAHfiTiiNT/PmEYUUQ==,-34.5826235265,-58.4086145438,Palermo,2.0,1.0,70.0,44.0,215000.0,Departamento
39827,4qdHUMChhmWwJUNJKYxt/g==,-34.5839771,-58.4249377,Palermo,2.0,1.0,38.0,38.0,95000.0,Departamento
39828,W55QrSjLIyj2mZFlf742cQ==,-34.5921212,-58.4166786,Palermo,2.0,1.0,48.0,45.0,198000.0,Departamento
39829,wYM2OFL2dFeKim5V0t992A==,-34.597653,-58.4160646,Palermo,2.0,1.0,37.0,37.0,82000.0,Departamento
39830,d5L8xWxmvh1m+2YNguCc0w==,-34.5661609308,-58.4353445159,Palermo,2.0,1.0,63.0,58.0,220000.0,Departamento
39831,5nTVYDc9rHDKSp25K211Ww==,-34.567837,-58.435131,Palermo,1.0,1.0,42.0,37.0,149000.0,Departamento
39832,YkSOMknbhKzrokuIbiTm8Q==,-34.5976131344,-58.416687637,Palermo,2.0,1.0,51.0,42.0,135000.0,Departamento
39833,NWVFbmG2uyy4YOKqvCD1xA==,-34.5767449,-58.4221273,Palermo,1.0,1.0,38.0,33.0,158000.0,Departamento
39834,uOkEmEUCIEJZ8qiaDYs8aw==,-34.5834358,-58.4137176,Palermo,2.0,1.0,50.0,46.0,200000.0,Departamento
39835,trb4DZj4C4juD9QEiukn1A==,-34.5953599417,-58.4222830809,Palermo,2.0,1.0,33.0,33.0,135000.0,Departamento
39836,Mypa1v42FxNwomKkx4FgIQ==,-34.5663966,-58.452294,Belgrano,2.0,1.0,45.0,45.0,135000.0,Departamento
39837,hz+Es3pTr3FLwlYYGfD5zg==,-34.5608347,-58.4617729,Belgrano,1.0,1.0,43.0,43.0,128000.0,Departamento
39838,BOi+W5cWgZb1EKquywSHZA==,-34.5603712,-58.4584658,Belgrano,2.0,1.0,37.0,36.0,110000.0,Departamento
39839,w/erZE/C1Tr8Nte/J4tKJA==,-34.5692108,-58.4552896,Belgrano,2.0,1.0,45.0,41.0,150000.0,Departamento
39840,YU6KPJLPOjNSEwkzTfJZ4A==,-34.560855,-58.4618754,Belgrano,2.0,1.0,40.0,40.0,140000.0,Departamento
39841,FNzzVFNbxbkZu6kXdUBzvw==,-34.5738345518,-58.4503778444,Belgrano,1.0,1.0,42.0,37.0,151500.0,Departamento
39842,ypq/CLqoSS6t2gp466ZH9g==,-34.5678,-58.4698,Belgrano,2.0,1.0,38.0,38.0,95000.0,Departamento
39843,M/4O4V/abfWNB9ZW9n+JQw==,-34.5582056,-58.4429231,Belgrano,2.0,1.0,42.0,42.0,183000.0,Departamento
39844,v/AKrYJ6yct6YKTGeQQZiA==,-34.5583203,-58.4435769,Belgrano,2.0,1.0,49.0,46.0,181900.0,Departamento
39845,31OALwqq0Hbx586/MdAjfQ==,-34.5554326,-58.4583837,Belgrano,2.0,1.0,63.0,57.0,299000.0,Departamento
39846,OIaTZd81bSGr4Nycd3HCkQ==,-34.5719163,-58.4458267,Belgrano,2.0,1.0,75.0,69.0,174000.0,Departamento
